year,title,era,type,region,summary,confidence
1052,Tribe of Judah is Chosen to Battle Benjamin First,EST,EST,,,
1052,First Day of Civil War Between Benjamin and Israel,EST,EST,,,
1052,Second Day of Civil War Between Benjamin and Israel,EST,EST,,,
1052,Israel Defeats Benjamin on Third Day of Battle,EST,EST,,,
1052,Israel Decides to Provide Wives for Defeated Benjamites,EST,EST,,,
1053,Danites Adopt Micah's Idolatry,EST,EST,,,
1053,Danites Send Spies to Land of Laish,EST,EST,,,
1053,Danite Spies Return and Decide to Attack Laish,EST,EST,,,
1053,Danite Soldiers Go to House of Micah,EST,EST,,,
1053,Danite Soldiers Take Micah's Idols and Leave for Laish,EST,EST,,,
1053,"Danites Conquer, Settle and Rename Laish",EST,EST,,,
1053,A Levite in Ephraim Takes a Concubine,EDFC,EDFC,,CD#248 is the DFC and EDFC date for events happening between 1056 BC and 1052 BC.,
1053,Levite's Concubine Goes To Father's Bethlehem Home,EST,EST,,,
1054,Micah's Idolatry in Tribe of Ephraim,EDFC,EDFC,,Micah paid a Levite Priest and set up personal counterfeit shrine in tribe of Ephraim. CD#248 is the DFC and EDFC date for events happening between 1056 BC and 1052 BC.,
1054,Danites Begin Search for Their Own Inheritance,EST,EST,,,
1055,Delilah's Third Conspiracy Against Samson,EST,EST,,,
1055,Samson Captured and Taken to Gaza,EDFC,EDFC,,CD#248 is the DFC and EDFC date for events happening between 1056 BC and 1052 BC.,
1055,Samson Dies With the Philistines,EST,EST,,"Samson is the last of the major non-priestly Judges of Israel. Eli the Priest and his sons are also called Judges. Samuel, who was probably very close in age to Samson, was also in the priestly line of Israel’s Judges.",
1055,Samson Buried in Tomb of His Father,EST,EST,,,
1056,Samson Meets Delilah in Valley of Sorek,EDFC,EDFC,,CD#248 is the DFC and EDFC date for events happening between 1056 BC and 1052 BC.,
1056,Delilah Conspires With Philistines Against Samson,EST,EST,,,
1056,Delilah's Second Conspiracy Against Samson,EST,EST,,,
1057,Samson Goes Into Harlot in Gaza,EDFC,EDFC,,CD#247 is the DFC and EDFC date for events happening between 1061 BC and 1057 BC.,
1057,Gazites Surround Harlot's House Until Morning,EST,EST,,,
1057,Samson Escapes Carrying the Small City Gate,EST,EST,,,
1061,Eli Begins Judging Israel for Forty Years,EDFC,EDFC,,CD#247 is the DFC and EDFC date for events happening between 1061 BC and 1057 BC.,
1075,Abdon Ends Judging Israel for Eight Years,EDFC,EDFC,,CD#244 is the DFC and EDFC date for events happening between 1076 BC and 1072 BC.,
1075,End of Forty Years Oppression by Philistines,EDFC,EDFC,,CD#244 is the DFC and EDFC date for events happening between 1076 BC and 1072 BC.,
1075,Samson Begins Judging Israel for Twenty Years,EDFC,EDFC,,Samson begins to judge Israel for 20 years. The dating of this event is very difficult and can only be estimated. It is probably no more than three years off in either direction. About twenty-five years after this date Saul would be crowned the first King in Israel. CD#244 is the DFC and EDFC date for events happening between 1076 BC and 1072 BC.,
1075,Samson Discovers Lion Carcass With Honey,EDFC,EDFC,,CD#244 is the DFC and EDFC date for events happening between 1076 BC and 1072 BC.,
1075,Samson Poses a Riddle for the Philistines,EDFC,EDFC,,CD#244 is the DFC and EDFC date for events happening between 1076 BC and 1072 BC.,
1075,Riddle Unsolved by Philistines After Three Days,EST,EST,,,
1075,Philistines Threaten Samson's Wife,EST,EST,,The Philistines put pressure on Samson's wife to reveal the answer to the riddle.,
1075,Samson Kills 30 Philistines in Ashkelon,EST,EST,,,
1075,Samson Finds Out Wife Given to Friend,EST,EST,,,
1075,Samson Burns Grain and Vineyards Using Foxes,EST,EST,,,
1075,Philistines Kill Samson's Wife and Her Father,EST,EST,,,
1075,Samson Takes Revenge Killing Many Philistines,EST,EST,,,
1075,Samson Flees to Rock Cleft at Etam,EST,EST,,,
1075,Philistines Camp in Lehi (Judah) Seeking Samson,EST,EST,,,
1075,"3,000 Soldiers Capture Samson for Philistines",EST,EST,,,
1075,"Samson Kills 1,000 Philistines With Donkey's Jawbone",EST,EST,,,
1076,Samson Wants to Marry Philistine Woman in Timnah,EDFC,EDFC,,CD#244 is the DFC and EDFC date for events happening between 1076 BC and 1072 BC.,
1076,Samuel is Called to be a Prophet at About 14,EDFC,EDFC,,The age of Samuel when he becomes a Prophet is only estimated since his age is not stated in Scripture. Samuel appears to be the youngest Prophet in the Old Testament. Samuel and Samson appear to be close in age and may have been born in the same year. CD#244 is the DFC and EDFC date for events happening between 1076 BC and 1072 BC.,
1076,Samson Kills a Lion Without a Weapon,EST,EST,,,
1080,Estimated Birth of King Saul,EDFC,EDFC,,This is the estimated DFC birth date of King Saul. It is assumed he was 30 years old when he started to reign. Acts 13:21 says he reigned 40 years until his death in 1010 BC when David is 30 years old. CD#243 is the DFC and EDFC date for events happening between 1081 BC and 1077 BC.,
1083,Elon Ends Judging Israel for Ten Years,EDFC,EDFC,,Elon the Zebulunite dies and is buried in Aijalon after judging Israel for ten years. CD#242 is the DFC and EDFC date for events happening between 1086 BC and 1082 BC.,
1083,Abdon Begins Judging Israel for Eight Years,EDFC,EDFC,,CD#242 is the DFC and EDFC date for events happening between 1086 BC and 1082 BC.,
1087,Samuel Brought to Shiloh After Being Weaned,EDFC,EDFC,,Samuel is brought to the House of the Lord in Shiloh when he was between two and three years old. Hannah brings three times the requirement of flour and twice as much wine as required in Numbers 15:8-10 to fulfill the required sacrifice of a pledged vow. CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1087,Bull is Sacrificed-Samuel Given to Levi,EDFC,EDFC,,CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1087,Hannah Prays and Goes Home Without Samuel,EDFC,EDFC,,CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1088,Second Year Elkanah Worships at Shiloh Without Hanna,EDFC,EDFC,,CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1089,First Year Elkanah Worships at Shiloh Without Hanna,EDFC,EDFC,,CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1090,Hanna Gives Birth to Samuel at Ramah,EDFC,EDFC,,It is estimated that Samuel is born within a few years of the birth of Samson. CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1091,Elkanah and Hanna Go to Shiloh Tabernacle,EDFC,EDFC,,CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1091,Hanna Vows to Give Child to the Lord,EDFC,EDFC,,CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1091,Eli the Priest Observes Hanna Praying,EDFC,EDFC,,CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1091,Eli Blesses Hanna and She Returns Home,EDFC,EDFC,,CD#241 is the DFC and EDFC date for events happening between 1091 BC and 1087 BC.,
1093,Ibzan Ends Judging Israel for Seven Years,EDFC,EDFC,,CD#240 is the DFC and EDFC date for events happening between 1096 BC and 1092 BC.,
1093,Elon Begins Judging Israel for Ten Years,EDFC,EDFC,,CD#240 is the DFC and EDFC date for events happening between 1096 BC and 1092 BC.,
1095,Estimated Birth of Samson-Judge of Israel,EDFC,EDFC,,CD#240 is the DFC and EDFC date for events happening between 1096 BC and 1092 BC.,
1096,Angel of the Lord Appears to Samson's Parents,EDFC,EDFC,,CD#240 is the DFC and EDFC date for events happening between 1096 BC and 1092 BC.,
1100,Jephthah Ends Judging Israel for Six Years,EDFC,EDFC,,CD#239 is the DFC and EDFC date for events happening between 1101 BC and 1097 BC.,
1100,Ibzan Begins Judging Israel for Seven Years,EDFC,EDFC,,CD#239 is the DFC and EDFC date for events happening between 1101 BC and 1097 BC.,
1105,Jephthah Sacrifices His Daughter Fulfilling His Vow,EST,EST,,,
1105,"Jephthah Defeats Ephraim Killing 42,000 Ephraimites",EST,EST,,,
1106,End of 18 Years of Ammonite and Philistine Oppression,EST,EST,,,
1106,Jephthah Begins Judging Israel for Six Years,EST,EST,,,
1106,Jephthah Chosen by Gilead Elders as Judge,EST,EST,,,
1106,Jephthah Reminds Ammonites God Gave Israel Land,EST,EST,,,
1106,Jephthah Warns King of Ammon of Impending Defeat,EST,EST,,"This event happens 300 years after Israel defeats the Amorites and King Sihon at Heshbon Falls, as recorded in Numbers 21:23-31 and Deuteronomy 1:4, and 2:30-35 (See page 248). This is a very important dated year in the period of the Judges of Israel. This event can be easily measured back to the defeat of the Amorites during the last year of the Exodus.",
1106,Jephthah Makes Vow If Victorious Over Ammonites,EST,EST,,,
1106,Jephthah Defeats Ammonites as Far as Minnith,EST,EST,,,
1106,Jephthah's Daughter Triggers Grief in Fulfilling Vow,EST,EST,,,
1107,"Ammonites Also Attack Judah, Benjamin, and Ephraim",EDFC,EDFC,,CD#237 is the DFC and EDFC date for events happening between 1111 BC and 1107 BC.,
1107,Israel Cries Out to the Lord,EDFC,EDFC,,CD#237 is the DFC and EDFC date for events happening between 1111 BC and 1107 BC.,
1115,Philistines Begin Oppressing Israel for Forty Years,EDFC,EDFC,,CD#236 is the DFC and EDFC date for events happening between 1116 BC and 1112 BC.,
1119,Birth of Eli-Priest and Judge of Israel,EDFC,EDFC,,CD#235 is the DFC and EDFC date for events happening between 1121 BC and 1117 BC.,
1124,End of Jair's Period of Judging Israel,EDFC,EDFC,,Jair was a Gileadite who brought peace (judged) to Israel for 22 two years during life of Ruth. CD#234 is the DFC and EDFC date for events happening between 1126 BC and 1122 BC.,
1124,Ammonites Start 18 Years Oppression Nine Years Before Philistines,EDFC,EDFC,,Ammonite oppression affects all of Israel east of the Jordan River. CD#234 is the DFC and EDFC date for events happening between 1126 BC and 1122 BC.,
1129,Birth of Obed in Line of Judah (Perez),EDFC,EDFC,,CD#233 is the DFC and EDFC date for events happening between 1131 BC and 1127 BC. Obed was in the line of Perez (twin son of Tamar and Judah) and the grandfather of King David.,
1130,Elimelech and Sons Deceased After Ten Years,EST,EST,,,
1130,Naomi and Ruth Leave Moab for Bethlehem,EST,EST,,,
1130,Naomi and Ruth Arrive in Bethlehem,EST,EST,,,
1130,Naomi Asked to Be Renamed Mara,EST,EST,,,
1130,Ruth in Bethlehem Beginning of Barley Harvest,EST,EST,,,
1130,Naomi Seems to Tell Ruth About Her Relative Boaz,EST,EST,,,
1130,Ruth Given Permission to Glean Boaz's Field,EST,EST,,,
1130,Ruth Begins Working Barley Field of Boaz,EST,EST,,,
1130,Boaz Greets Reapers and Enquires About Ruth,EDFC,EDFC,,CD#233 is the DFC and EDFC date for events happening between 1131 BC and 1127 BC.,
1130,Boaz Speaks With Ruth and Instructs Workers,EST,EST,,,
1130,Ruth Works Late Taking Food to Naomi,EST,EST,,,
1130,Naomi Blesses Boaz and Gives Ruth Counseling,EST,EST,,,
1130,Ruth Works for Boaz While Staying With Naomi,EST,EST,,,
1130,Naomi Instructs Ruth In Pursuit of Boaz,EST,EST,,This is near the end of the barley harvest in Israel on the Gregorian solar calendar.,
1130,Ruth Goes to Boaz's Threshing Floor,EST,EST,,,
1130,Ruth Lays Down at Feet of Boaz,EST,EST,,,
1130,Boaz Agrees to Marry and Redeem Ruth,EST,EST,,,
1130,Boaz Instructs and Gives Grain to Ruth,EST,EST,,,
1130,Ruth Tells Naomi Events of Previous Evening,EST,EST,,,
1130,Boaz Redeems Ruth in Presence of Elders,EST,EST,,,
1130,Ruth and Boaz Are Married in Bethlehem,EST,EST,,,
1130,Boaz and Ruth Conceive Obed,EST,EST,,Obed is the grandfather of King David and the father of Jesse.,
1135,Two Sons of Naomi Marry Moabite Women,EDFC,EDFC,,CD#232 is the DFC and EDFC date for events happening between 1136 BC and 1132 BC.,
1140,"Elimelech, Naomi, Mahlon and Chilion Move to Moab",EDFC,EDFC,,CD#231 is the DFC and EDFC date for events happening between 1141 BC and 1137 BC.,
1146,End of Tola's Period of Judging Israel,EDFC,EDFC,,Tola’s period of judging Israel for twenty-three years comes to an end. CD#230 is the DFC and EDFC date for events happening between 1146 BC and 1142 BC.,
1146,Jair Begins Judging Israel for 22 Years,EDFC,EDFC,,CD#230 is the DFC and EDFC date for events happening between 1146 BC and 1142 BC.,
1169,Men of Shechem Plot Against Abimelech,EST,EST,,,
1169,Gaal-Son of Ebed Challenges Abimelech's Authority,EST,EST,,,
1169,Zebul Helps Abimelech Get Rid of Gaal,EST,EST,,,
1169,Abimelech Demolishes Shechem by Sowing Salt,EST,EST,,,
1169,Abimelech Burns the Tower at Shechem,EST,EST,,,
1169,Abimelech Takes the City of Thebez,EST,EST,,,
1169,Abimelech Attempts to Burn Tower of Thebez,EDFC,EDFC,,CD#225 is the DFC and EDFC date for events happening between 1171 BC and 1167 BC.,
1169,Woman Drops Millstone That Crushes Abimelech's Skull,EDFC,EDFC,,CD#225 is the DFC and EDFC date for events happening between 1171 BC and 1167 BC.,
1169,Abimelech Orders His Armorbearer to Kill Him,EDFC,EDFC,,Abimelech orders his armor bearer to kill him so he is not killed by a woman. CD#225 is the DFC and EDFC date for events happening between 1171 BC and 1167 BC.,
1169,Men of Israel Departed at Abimelech's Death,EDFC,EDFC,,CD#225 is the DFC and EDFC date for events happening between 1171 BC and 1167 BC.,
1169,Jotham's Curse on Abimelech and Shechem Fulfilled,EDFC,EDFC,,CD#225 is the DFC and EDFC date for events happening between 1171 BC and 1167 BC.,
1169,Tola Begins Judging Israel for 23 Years,EDFC,EDFC,,CD#225 is the DFC and EDFC date for events happening between 1171 BC and 1167 BC.,
1172,Gideon Dies After Forty Years as Judge,EDFC,EDFC,,CD#224 is the DFC and EDFC date for events happening between 1176 BC and 1172 BC.,
1172,Abimelech Begins Judging Israel for Three Years,EDFC,EDFC,,CD#224 is the DFC and EDFC date for events happening between 1176 BC and 1172 BC.,
1172,Abimelech Asks to Rule Over Shechem,EST,EST,,,
1172,Abimelech Kills All But One Brother at Ophrah,EST,EST,,,
1172,Abimelech Made King at Pillar in Shechem,EST,EST,,,
1172,Jotham Shouts Parable of the Trees at Shechem,EST,EST,,,
1212,Angel of the Lord Appears to Gideon,EDFC,EDFC,,This event begins forty years of Gideon as a Judge. This is a very important estimated Date from Creation (EDFC). Using this year and date serves as a good starting point for dating many of the events during the period of the Judges in Israel. CD#216 is the DFC and EDFC date for events happening between 1216 BC and 1212 BC. Date from Creation (EDFC). Using this year and date serves as a good starting point for dating many of the events during the period of the Judges in Israel. CD#216 is the DFC and EDFC date for events happening between 1216 BC and 1212 BC.,
1212,Gideon Destroys the Altar of Baal in Ophrah,EST,EST,,,
1212,Men of Ophrah Ask For Death of Gideon,EST,EST,,,
1212,Joash Renames Gideon Jerubbaal Defying Baal,EST,EST,,,
1212,Midianites and Amalekites Gather Against Gideon,EST,EST,,,
1212,"Gideon Aided by Manasseh, Asher, Zebulun & Naphtali",EST,EST,,,
1212,Gideon Asks God for Sign From Fleece,EST,EST,,,
1212,Gideon Lets All But 300 Soldiers Go Home,EST,EST,,,
1212,Gideon's 300 Soldiers of Israel Route the Midianites,EST,EST,,,
1212,Men of Ephraim Question Gideon's Battle Plan,EST,EST,,,
1212,Gideon Refused Food for Soldiers at Succoth,EST,EST,,,
1212,Gideon Refused Food for Soldiers at Penuel,EST,EST,,,
1212,Gideon Captures Midianite Kings Zebah and Zalmunna,EST,EST,,,
1212,Gideon Disciplines Men of Succoth With Thorns,EST,EST,,,
1212,Gideon Destroys Tower and Kills Penuel's Men,EST,EST,,,
1212,Gideon Kills Midianite Kings After Jether Refuses,EST,EST,,,
1212,Gideon Given Gold Plunder to Make Ephod,EST,EST,,,
1219,Eighty Year Rest Period of Ehud Ends,EDFC,EDFC,,CD#215 is the DFC and EDFC date for events happening between 1221 BC and 1217 BC.,
1219,Forty Year Rest Period of Deborah/Barak Ends,EDFC,EDFC,,CD#215 is the DFC and EDFC date for events happening between 1221 BC and 1217 BC.,
1219,Midianites Begin Israel's Oppression for Seven Years,EDFC,EDFC,,CD#215 is the DFC and EDFC date for events happening between 1221 BC and 1217 BC.,
1259,Jabin of Hazor Ends Twenty Years Oppression,EDFC,EDFC,,CD#207 is the DFC and EDFC date for events happening between 1261 BC and 1257 BC.,
1259,Barak Defeats King Jabin at Harosheth Hagoyim,EDFC,EDFC,,CD#207 is the DFC and EDFC date for events happening between 1261 BC and 1257 BC.,
1259,Jael Kills Sisera Being Pursued by Barak,EST,EST,,,
1259,Shamgar Helps Deliver Israel From Philistines,EST,EST,,,
1259,Deborah/Barak Starts Forty Year Rest From Hazor,EST,EST,,,
1279,Jabin of Hazor Begins Twenty Years Oppression,EDFC,EDFC,,CD#203 is the DFC and EDFC date for events happening between 1281 BC and 1277 BC.,
1299,Eglon of Moab Ends Eighteen Years Oppression,EDFC,EDFC,,CD#199 is the DFC and EDFC date for events happening between 1301 BC and 1297 BC.,
1299,Ehud Starts Eighty Year Rest From Moab,EDFC,EDFC,,CD#199 is the DFC and EDFC date for events happening between 1301 BC and 1297 BC.,
1317,Forty Year Rest Period of Othniel Ends,EDFC,EDFC,,CD#195 is the DFC and EDFC date for events happening between 1321 BC and 1317 BC.,
1317,Eglon of Moab Begins Eighteen Years Oppression,EDFC,EDFC,,CD#195 is the DFC and EDFC date for events happening between 1321 BC and 1317 BC.,
1357,Cushan-Rishathaim of Mesopotamia Ends Eight Years Oppression,EDFC,EDFC,,CD#187 is the DFC and EDFC date for events happening between 1361 BC and 1357 BC.,
1357,Othniel Starts Forty Year Rest From Mesopotamia,EDFC,EDFC,,CD#187 is the DFC and EDFC date for events happening between 1361 BC and 1357 BC.,
1365,Cushan-Rishathaim of Mesopotamia Begins Eight Years Oppression,EDFC,EDFC,,This date is 40 years and 8 days from DFC date of burning of Jericho (Josh. 6:24-26).,
1366,The Death of Eleazar-Son of Aaron,EDFC,EDFC,,The death of Eleazar is the transition from the conquest of Canaan to the period of the Judges of Israel and the EDFC date for events from 1366 BC and 1362 BC.,
1367,The Death of Joshua at One Hundred and Ten Years,EDFC,EDFC,,"The death of Joshua, which is soon followed by the death of Eleazar, son of Aaron is the transitional beginning of the period of the Judges of Israel. CD#185 is the DFC and EDFC date for events happening between 1366 BC and 1362 BC.",
1392,Angel of the Lord Rebukes Israel's Disobedience,EDFC,EDFC,,CD#180 is the DFC and EDFC date for events happening between 1396 BC and 1392 BC.,
1395,Ephraim Fails to Defeat Canaanites in Gezer,EST,EST,,"During this period of history, Israel begins to experience a long series of defeats which results in an incomplete conquest of Canaan. The Tribes of Israel failed to fight in obedience to God’s clear instructions. God’s punishment for their disobedience is that they will have to continue to battle the inhabitants of Canaan. This battle continues to the present day in Israel with some descendants of Canaan in this period of Bible history.",
1395,Benjamin Fails to Defeat Jebusites Near Jerusalem,EST,EST,,Scripture states that the children of the Tribe of Benjamin would live with the Jebusites near Jerusalem until this day. It is difficult to date the order of these many battles of different tribes of Israel fighting various enemy tribes. This seemed to be a clear test by God to shown their lack of obedience to His clear instructions to rely totally on Him.,
1395,Zebulun Fails to Defeat Inhabitants of Kitron,EST,EST,,,
1395,Zebulun Fails to Defeat Inhabitants of Nahalol,EST,EST,,,
1395,Asher Fails to Defeat Inhabitants of Acco,EST,EST,,,
1395,Asher Fails to Defeat Inhabitants of Sidon,EST,EST,,,
1395,Asher Fails to Defeat Inhabitants of Ahlab,EST,EST,,,
1395,Asher Fails to Defeat Inhabitants of Achzib,EST,EST,,"The Asherites, like many other Tribes in Israel, were forced to live among their Canaanite enemies because they had failed to drive them out completely. Many descendants of the undefeated Canaanites are enemies of Israel to this day.",
1395,Asher Fails to Defeat Inhabitants of Helbah,EST,EST,,,
1395,Asher Fails to Defeat Inhabitants of Aphik,EST,EST,,,
1395,Asher Fails to Defeat Inhabitants of Rehob,EDFC,EDFC,,This is an important estimated DFC in calculating the events after the death of Joshua. Many of the EDFC dates found in the period of the Judges function like marks on a ruler giving a reasonable estimate of the dates of these events. CD#180 is the DFC and EDFC date for events happening between 1396 BC and 1392 BC.,
1395,Naphtali Defeated by Inhabitants of Beth Shemesh,EST,EST,,The inhabitants of Beth Shemesh were not driven out but were put under tribute to Israel.,
1395,Naphtali Fails to Defeat Inhabitants of Beth Anath,EST,EST,,,
1395,Amorites Prevent Dan From Living in Valley,EST,EST,,"The Tribe of Dan, like all the other Tribes of Israel, had received an inheritance in the land of Canaan. Because they accepted defeat by the Amorites, Dan moves to another territory north of Mount Heres. According to Judges 18, the Tribe of Dan adopted the idolatry of Micah.",
1396,Phinehas Returns to Gilgal With Good Report,EST,EST,,,
1396,Joshua Gives Farewell Address at Shechem,EST,EST,,,
1396,Bones of Joseph Are Buried at Shechem,EST,EST,,,
1396,Joshua Makes Covenant With Israel at Shechem,EST,EST,,,
1396,Joshua Lets Tribes Depart to Own Inheritance,EDFC,EDFC,,CD#180 is the DFC and EDFC date for events happening between 1396 BC and 1392 BC.,
1396,Judah and Simeon Attack Canaanites and Perizzites,EST,EST,,,
1396,Judah Defeats Canaanites and Perizzites at Bezek,EST,EST,,,
1396,Tribe of Joseph Captures City of Bethel,EST,EST,,,
1396,Judah Captures and Mutilates King Adoni-Bezek,EST,EST,,,
1396,Manasseh Fails to Defeat Village of Beth Shean,EST,EST,,,
1396,Tribe of Judah Attacks and Burns Jerusalem,EST,EST,,,
1396,King Adoni-Zedek Returns to Jerusalem and Dies,EST,EST,,,
1396,Manasseh Fails to Defeat Villages of Taanach,EST,EST,,,
1396,Manasseh Fails to Defeat Villages of Dor,EST,EST,,,
1396,Manasseh Fails to Defeat Villages of Ibleam,EST,EST,,,
1396,Manasseh Fails to Defeat Villages of Megiddo,EST,EST,,,
1396,Judah Attacks Canaanites in Southern Mountains,EST,EST,,,
1396,Judah Attacks Canaanites in Southern Lowlands,EST,EST,,,
1396,Judah Fails to Defeat Inhabitants of Lowlands,EST,EST,,,
1396,Caleb Attacks Hebron-Three Sons of Anak Flee,EST,EST,,,
1396,Judah Attacks Hebron Killing Anak's Giant Sons,EST,EST,,,
1396,Othniel Attacks and Defeats Debir (Kirjath Sepher),EST,EST,,,
1396,Othniel Receives Caleb's Daughter Achsah as his Wife,EST,EST,,,
1396,"Achsah Receives Land, Upper and Lower Springs",EST,EST,,,
1397,Canaan Land Given to Tribe of Naphtali,EST,EST,,,
1397,Canaan Land Given to Tribe of Dan,EST,EST,,,
1397,Joshua Receives Inheritance in Mountains of Ephraim,EST,EST,,,
1397,End of Dividing Canaan by Joshua and Eleazar,EDFC,EDFC,,Joshua and Eleazar finish dividing the land of Canaan among the tribes of Israel. Joshua received the city of Timnath Serah in the mountains of Ephraim. CD#179 is the DFC and EDFC date for events happening between 1401 BC and 1397 BC.,
1397,Cities of Refuge Appointed by Joshua,EST,EST,,,
1397,Joshua and Eleazar Assign Cities for Levites,EST,EST,,,
1397,Israel Rests From War With the Canaanites,EST,EST,,,
1397,"Reubenites, Gadites, East-Manasseh Go to Their Lands",EST,EST,,,
1397,"Reubenites, Gadites, East-Manasseh Make Altar to Lord",EST,EST,,,
1397,Israel Gathers at Shiloh Protesting Altar in Gilead,EST,EST,,,
1397,Phinehas the Priest and Rulers Visit Gilead,EST,EST,,,
1398,Joshua Orders Survey of Canaan at Shiloh,EST,EST,,Joshua orders survey of land of Canaan.,
1398,Joshua Divides Canaan After Survey Completed,EST,EST,,Lots are cast for the remaining land in Canaan and divided among the Tribes of Israel.,
1398,Canaan Land Given to Tribe of Benjamin,EST,EST,,,
1398,Joshua Gives Simeon an Inheritance With Judah,EST,EST,,,
1398,Canaan Land Given to Tribe of Zebulun,EST,EST,,,
1398,Canaan Land Given to Tribe of Issachar,EST,EST,,,
1398,Canaan Land Given to Tribe of Asher,EST,EST,,,
1399,Land Given to Ephraim and West Manasseh,EST,EST,,This is the estimated date in Biblical history when Joshua divides land in Canaan west of the River Jordan giving the inheritance to the Tribes of Ephraim and West Manasseh.,
1399,Caleb Given Hebron and Defeats Debir,EST,EST,,This is the estimated date in Biblical history when Caleb goes west of the River Jordan to Hebron. Caleb gives his daughter Achsah in marriage to Othniel for attacking and defeating the city of Debir.,
1399,Joshua Gives Ephraim and West Manasseh More Land,EST,EST,,This is the estimated date in Biblical history when Joshua gives Ephraim and West Manasseh more land in Canaan.,
1399,Ephraim and Manasseh Occupy Land of Inheritance,EST,EST,,This is the estimated date in Biblical history when Ephraim and West Manasseh occupy their land in Canaan west of the River Jordan.,
1400,Joshua Divides Land East of the Jordon,EDFC,EDFC,,"This is the estimated DFC date in Biblical history when Joshua begins dividing the land of Canaan among the Tribes of Israel. This research assumes that the battle for Canaan to this point took about five years. Other commentaries use seven or more years. Joshua 11:18 simply says, “Joshua made war for a long time with all those kings”. The specific amount of time is not mentioned. CD#179 is the DFC and EDFC date for events happening between 1401 BC and 1397 BC.",
1400,Canaan Land Given to Tribe of Reuben,EST,EST,,This is the estimated date in Biblical history when Joshua begins dividing the land of Canaan east of the River Jordan given to the Tribe of Reuben.,
1400,Canaan Land Given to Tribe of Gad,EST,EST,,This is the estimated date in Biblical history when Joshua begins dividing the land of Canaan east of the River Jordan given to the Tribe of Gad.,
1400,Canaan Land Given to Half-Tribe of Manasseh,EST,EST,,This is the estimated date in Biblical history when Joshua begins dividing the land of Canaan east of the River Jordan given to the Half-Tribe of Manasseh.,
1400,Joshua Divides Land West of the Jordon,EST,EST,,This is the estimated date in Biblical history when Joshua begins dividing the land of Canaan west of the River Jordan.,
1400,Caleb Inherits Hebron at Eighty-five While In Gilgal,EST,EST,,This is the estimated date in Biblical history when Joshua gives Hebron to Caleb while in Gilgal. This land is west of the River Jordan. This event happens when Caleb is eighty-five years old. Caleb and Joshua were the only people over sixty years old allowed to enter Canaan at the end of the Exodus.,
1400,Canaan Land Given to Tribe of Judah,EST,EST,,This is the estimated date in Biblical history when Joshua divides land in Canaan west of the River Jordan giving the inheritance to the Tribe of Judah.,
1401,"Northern Mountains Kings, Chinneroth, & Dor Defeated",EST,EST,,,
1401,"Joshua Defeats Kings of Amorites, Hittites, Perizzites",EST,EST,,,
1401,Joshua Defeats Kings of Jebusites and Hivites,EST,EST,,,
1401,Canaan Rests From War After Almost Five Years,EST,EST,,These verses give a summary of the victories of the northern campaign in Canaan. All of the cities in the mountain country and the land of Goshen to the northern plains came under the control of Israel as a result of military conquest. Only the Hivites of Gibeon made peace without a battle.,
1402,"Joshua Defeats Kings of Madon, Shimron, & Achshaph",EST,EST,,,
1403,Joshua Attacks Misrephoth on Mediterranean Coast,EST,EST,,,
1403,Joshua Attacks Hivites in Mizpah Below Hermon,EST,EST,,,
1403,Joshua Defeats King Jabin and Burns Hazor,EST,EST,,,
1404,Central and Southern Canaan Conquest Completed,EST,EST,,"After the defeat of Debir by Israel, the complete destruction of everything that breathed had been accomplished in the mountains of central Canaan. Joshua also conquered the land from Kadesh Barnea as far as Gaza. The land of Goshen as far as Gibeon was also defeated. Israel prevailed in battle when God's strict orders were obeyed.",
1404,Israel Returns to Camp at Gilgal for Winter,EST,EST,,,
1404,Northern Canaanite Kings Meet at Lake Merom,EST,EST,,,
1404,Joshua Gets Instructions for Northern Canaanite Battle,EST,EST,,,
1404,Joshua Attacks North Canaanite Kings at Lake Merom,EST,EST,,,
1404,Joshua Chases Northern Armies to Tyre and Sidon,EST,EST,,,
1405,"Men, Women and Midianite Loot is Cleansed",EST,EST,,Soldiers and cleansed captives returned in three or seven days.,
1405,Division of Midianite Plunder,EST,EST,,,
1405,Reuben and Gad Receive Land East of the Jordon,EST,EST,,"Tribes of Reuben and Gad and half of Manasseh make request that recently conquered land, east of the Jordon, be given them after Canaan is conquered. This request to Moses is granted on the condition that all of the armed men of these tribes fight in Canaan, on the other side of the Jordan River, until the land is divided by inheritance.",
1405,Moses Makes Plea to Enter the Promised Land,EST,EST,,Moses is told to go to the top of Mount Nebo to see the Promised Land. Moses is also told to encourage Joshua about going into Canaan. This instruction is followed by Moses on the day of his death described in Deuteronomy 32:44-52 and 34:1-12.,
1405,Moses Begins His Farewell Address,DIS,DIS,,,
